sent,eText,factValue
The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills.,sharpening,CT
"The government probably wouldn't give in readily to a hostile foray by Ford, however.",give,PR
The government retained the single share after selling its stake in Jaguar in 1984 -- part of a nationalistic practice of protecting former government-owned enterprises to deflect criticism of privatization.,selling,CT
"The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be used to reduce existing debt and for general corporate purposes, the company said.",reduce,CT
The gun was sent to the FBI laboratory in Washington to determine whether it was used to kill Slepian.,kill,CT
"The in-home health care services provider said it will sell 1.8 million of the new shares, while Home Nutritional Services will sell the remaining 2.2 million.",sell,CT
"The increase of anti-choice laws and ongoing campaigns of harassment by protest groups, even short of murder, have worked to make abortions harder to obtain.",obtain,Uu
"The increase reflected the strength of the housing industry, which has been helped not just by declining interest rates but also by unusually warm weather.",helped,CT
The increased dividend will be paid Dec. 14 to holders of record Nov. 15.,paid,CT
The insurance concern said all conversion rights on the stock will terminate on Nov. 30.,said,CT
The insurer has started processing claims from the Northern California earthquake nearly two weeks ago.,started,CT
"The insurer's earnings from commercial property/casualty lines fell 59% in the latest quarter, while it lost $7.2 million in its personal property/casualty business, compared with earnings of $6.1 million a year ago.",fell,CT
"The investigation will consider the role of internal and external forces prior to the genocide and subsequently, and the role of the United Nations and its agencies and the OAU before, during and after the genocide,'' the OAU said.",said,CT
"The investor, Donald A. Wright, plans to run the company, said a spokesman for Kyle.",said,CT
"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.",warned,CT
The issue is expected to dominate a NATO summit set for Washington in April.,dominate,PR
"The issue, which is puttable back to the company in 1999, was priced at a spread of 110 basis points above the Treasury's 10-year note.",priced,CT
"The job figures for January extended a surge in employment gains that began last fall, just when the labor market had showed signs of cooling.",began,CT
The latest period had profit from continuing operations of $4 million.,had,CT
The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,includes,CT
"The latest results include some unusual write-downs, which had an after-tax impact of $4.9 million.",include,CT
The lights are out and the heat is off and those vital signs are not likely to change much over the next several days for p- people in parts of the northeastern US and eastern Canada.,likely,CT
The lights are out and the heat is off and those vital signs are not likely to change much over the next several days for p- people in parts of the northeastern US and eastern Canada.,change,PR
The likelihood that the federal budget will soon move from deficit into surplus has further improved the outlook.,improved,CT
The likelihood that the federal budget will soon move from deficit into surplus has further improved the outlook.,move,PR
The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share.,extended,PS
"The long distance giant slashing up to eighteen thousand jobs, freezing executive salaries and shaking up management.",freezing,CT
"The loss stems from $357.5 million of write-downs on Columbia's $4.4 billion high-yield investment securities portfolio, which includes about $3.7 billion of junk bonds, $400 million of preferred stock, and Treasury securities.",includes,CT
"The luxury airline and casino company, 98.6%-owned by investor Kirk Kerkorian and his Tracinda Corp., earlier this month announced its agreements to acquire the properties, but didn't disclose the purchase price.",acquire,CT
"The luxury airline and casino company, 98.6%-owned by investor Kirk Kerkorian and his Tracinda Corp., earlier this month announced its agreements to acquire the properties, but didn't disclose the purchase price.",disclose,CT
The main negative is the risk that the Pope's visit will persuade a great many more Cubans to break loose of the Cuban government.,persuade,PS
"The main positive for Castro to invite the Pope is international, to be able to say to the rest of the world, this government is not as closed, as intolerant, uh as totalitarian as some make it out to be.",make,CT
"The main reason for this lag is that individual investors own 65% of the OTC market's capitalization, according to Mr. Hardiman, much more than on the Big Board.",own,CT
"The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar, a situation that is expected to lead to a surge of inexpensive imports into the United States, hurting American competitors.",expected,CT
"The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar, a situation that is expected to lead to a surge of inexpensive imports into the United States, hurting American competitors.",lead,PR
"The majority's views were expressed in three separate opinions, the most disquieting of which was written by a liberal member, Justice John Paul Stevens, and joined by a conservative, Chief Justice William Rehnquist.",written,CT
"The mayor of Moscow has allocated funds to help build a museum in honor of Mikhail Kalashnikov, the Russian who gave his name to the world's most widely wielded weapon, according to a news agency report Friday.",according,CT
The measure made it a Federal crime to attack or blockade an abortion clinic.,attack,Uu
"The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had finished her cleaning and was waiting for her clothes to dry, detectives said.",waiting,CT
"The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman.",said,CT
"The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman.",took,CT
"The message to the chief of staff was meant to be taken as a suggestion that Sununu offer to resign, one highly placed source said.",said,CT
The minister denied the kingdom had notified notified any of its customers of any cutbacks in oil supply.,notified,CT
The minister denied the kingdom had notified notified any of its customers of any cutbacks in oil supply.,denied,CT
"The model for a republic, adopted over bitter objections from those advocating direct election of a president, is for presidential nominations to be made with public input and the winning candidate decided by a two-thirds majority of Parliament.",adopted,CT
"The monarch will meet Bush on Thursday in Kennebunkport, Maine.",meet,CT
"The most controversial form of program trading, stock-index arbitrage, is "" making it tough for traders to make money,"" declares Robert Antolini, head of OTC trading at Donaldson, Lufkin amp Jenrette.",declares,CT
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,prevent,PS
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,boosts,CT
The move had been widely expected after northern Ireland police said they believe the IRA was behind two killings in Belfast last week.,expected,CT
"The move rewards shareholders and should improve the stock's liquidity, Oneida said.",said,CT
"The move rewards shareholders and should improve the stock's liquidity, Oneida said.",improve,PR
"The move seemed aimed at heading off more trouble with Iran, which had condemned Iraq's invasion of Kuwait on Aug. 2 but also criticized the multinational force dispatched to Saudi Arabia.",dispatched,CT
"The move seemed aimed at heading off more trouble with Iran, which had condemned Iraq's invasion of Kuwait on Aug. 2 but also criticized the multinational force dispatched to Saudi Arabia.",aimed,PR
The move was approved at a special shareholders' meeting yesterday.,approved,CT
The murder of Dr. Barnett Slepian is the latest depraved assault on the small number of courageous physicians who still risk their safety to perform legal abortions in this country.,perform,CT
"The new candy bars, ""make an important contribution to our Nestle Foods commitment to this very important strategic unit,"" said C. Alan MacDonald, president of Nestle Foods in Purchase, N.Y.",said,CT
"The new company will attempt to limit the shipyard's losses, participants said.",attempt,CT
"The new services allow U.S. Trust to cater to the ""new wealth,"" Mr. Schwarz says.",says,CT
"The new study written by Mark Potach, who edits the Southern Poverty Law Center's Intelligence Report, warns that such groups grew rapidly last year, mostly by recruiting younger members.",warns,CT
"The newspaper, quoting secret reports,'' said Syria had indicated its interest in resuming talks in remarks made last week by the Syrian ambassador to Washington, Walid Mualem, in a lecture to a closed forum in Baltimore.",said,CT
The non-food operations accounted for about 27% of Provigo's 7.38 billion Canadian dollars (US$6.3 billion) in sales in the latest fiscal year.,accounted,CT
The notes will have a principal amount of $300 million at maturity.,have,CT
"The number of stocks on the New York Stock Exchange that fell in price yesterday exceeded 1,000, a key measure of underlying sentiment among technical analysts.",fell,CT
The oat-bran craze has cost the world's largest cereal maker market share.,cost,CT
"The offer is based on several conditions, including obtaining financing.",obtaining,Uu
The offer is being launched pursuant to a previously announced agreement between the companies.,launched,CT
The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.,triggered,CT
"The offer, advertised in today's editions of The Wall Street Journal, is scheduled to expire at the end of November.",expire,CT
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones doesn't already own, had been set to expire Nov. 6.",set,CT
"The offer, which Telerate's two independent directors have rejected as inadequate, previously had been scheduled to expire at midnight Friday.",expire,CT
"The offer, which Telerate's two independent directors have rejected as inadequate, previously had been scheduled to expire at midnight Friday.",scheduled,CT
"The offer, which values the whole of Coates at #301 million, has already been accepted by Coates executives and other shareholders owning 12.4% of the company.",accepted,CT
"The offer, which was due to expire yesterday, is conditional on 50.1% of Dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.",due,CT
"The official Iraqi News Agency, which gives the daily tally of inspections, did not mention Ritter by name, but said Friday that team no. 225 _ which Ritter heads _ made surprise visits to a number of sites and was assisted by aerial surveillance.",assisted,CT
"The official Iraqi News Agency, which gives the daily tally of inspections, did not mention Ritter by name, but said Friday that team no. 225 _ which Ritter heads _ made surprise visits to a number of sites and was assisted by aerial surveillance.",mention,CT
"""The official adds , though, that ""at the same time, we think he is someone who is capable of rational judgments when it comes to power.",think,CT
The official said these sites could only be visited by a special team of U.N. monitors and diplomats as laid down by the Feb. 23 accord signed by U.N. Secretary-General Kofi Annan and Iraqi Deputy Prime Minister Tariq Aziz.,said,CT
"The opinion, which found the gender distinction reasonable, relied heavily on outmoded generalities about family roles, including the flawed presumption that mothers have a closer relationship to their children than fathers do.",found,CT
"The other customers fled, and the police said it did not appear that anyone else was injured.",said,CT
"The other customers fled, and the police said it did not appear that anyone else was injured.",appear,CT
"The other customers fled, and the police said it did not appear that anyone else was injured.",injured,PR
"The outlook darkened for about 3,000 Americans caught in Iraq and Kuwait when Saddam sent his forces into the small, oil-rich sultanate.",darkened,CT
The panel also will look at the exodus of about 2 million Rwanda Hutus to neighboring countries where they lived in U.N.-run refugee camps for 2 1/2 years.,look,CT
"The panel will be based in Addis Ababa, and will finish its investigation within a year, it said.",said,CT
The partners said they already hold 15% of all shares outstanding.,said,CT
"The petition is still pending, but Mr. Fournier downplayed the likelihood of his organizing a takeover bid of his own for the much-larger Paribas.",downplayed,CT
"The plan may include selling branches, consolidating or eliminating departments, and winding down or disposing of unprofitable units within 18 months.",include,PS
The plan still calls for LIN to combine its cellular telephone properties with BellSouth's and to spin off its broadcasting operations.,calls,CT
The plan was filed jointly with unsecured creditors in federal bankruptcy court in New York and must be approved by the court.,filed,CT
"The police and prosecutors said they had identified different suspects in six of the cases and had yet to find any pattern linking the killings or the victims, several of whom were believed to be prostitutes.",find,CT
"The police and prosecutors said they had identified different suspects in six of the cases and had yet to find any pattern linking the killings or the victims, several of whom were believed to be prostitutes.",believed,CT
"The police barred the crowd from reaching the Yugoslavian consulate in downtown Istanbul, but allowed them to demonstrate on nearby streets.",allowed,CT
"The police barred the crowd from reaching the Yugoslavian consulate in downtown Istanbul, but allowed them to demonstrate on nearby streets.",reaching,CT
"The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie. de Navigation Mixte, apparently to help fend off an unwelcome takeover bid for the company.",fend,PR
"The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie. de Navigation Mixte, apparently to help fend off an unwelcome takeover bid for the company.",told,CT
"The portion of OTC volume attributable to program trading isn't known, as it is on the New York Stock Exchange, where it amounted to more than 13% in September.",amounted,CT
"The portion of OTC volume attributable to program trading isn't known, as it is on the New York Stock Exchange, where it amounted to more than 13% in September.",known,CT
The predominantly Moslem nation of Bangladesh said today its troops would join multinational forces in Saudi Arabia.,join,CT
"The preferred shares will carry a floating annual dividend equal to 72% of the 30-day bankers' acceptance rate until Dec. 31, 1994.",carry,CT
The president also has offered to help offset Jordan's costs because 40 percent of its exports go to Iraq and 90 percent of its oil comes from there.,comes,CT
The president and his top aides tentatively decided on Feb. 11 that a ground war would be necessary.,decided,CT
"The president responded, ""Everything, everything.""",responded,CT
The previous BellSouth pact was valued at about $98 to $110 a share.,valued,CT
"The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.",own,CT
"The price of Columbia shares has been cut nearly in half since August, when they traded at about $10, as investors apparently realized that the thrift would be forced to take a big write-down.",traded,CT
"The price of Columbia shares has been cut nearly in half since August, when they traded at about $10, as investors apparently realized that the thrift would be forced to take a big write-down.",realized,PR
"The private group that runs the current system, United Network for Organ Sharing, or UNOS, objects to the new regulations.",runs,CT
"The problem is being ballyhooed, experts say, because the 486 is Intel's future flagship.",say,CT
The procedures are due to go before the Security Council next week.,go,Uu
"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.",lowers,CT
"The program also calls for coordination of economic reforms and joint improvement of social programs in the two countries, where many people have become impoverished during the chaotic post-Soviet transition to capitalism.",calls,CT
"The program, available to Upjohn employees 55 years old or older, could increase an individual's retirement benefits 10% to 20%.",increase,PS
The projection sent Anheuser shares plunging $4.375 in New York Stock Exchange composite trading yesterday.,sent,CT
The proposal also called for replacing American and other Western troops in Saudi Arabia with Arab forces.,called,CT
"The proposed BellSouth-LIN cellular company, including the newly acquired Metromedia stake, would give the new entity 55 million potential customers, including about 35 million in the nation's top 10 markets.",give,Uu
"The proposed stock offering and issuance of nearly 1.8 million common shares in connection with the land purchase will bring MGM Grand's total shares outstanding to 28.7 million, of which 72% will be owned by Mr. Kerkorian and Tracinda, according to the prospectus.",owned,CT
"The prospectus didn't include many details about the studio and theme park, although conceptual drawings, released this month, show that it may feature several ""themed"" areas similar to those found at parks built by Walt Disney Co.",include,CT
"The prospectus didn't include many details about the studio and theme park, although conceptual drawings, released this month, show that it may feature several ""themed"" areas similar to those found at parks built by Walt Disney Co.",show,CT
"The provision, described as ""back-end"" protection, would require BellSouth to pay a price equivalent to what an outside party might have to pay.",pay,Uu
"The publishing concern said it retained the investment banking firm of Donaldson, Lufkin amp Jenrette Securities Inc. to act as its financial adviser, assisting in the evaluation of various financial and strategic alternatives, including debt refinancing, raising capital, recapitalization, a merger or sale of the company.",assisting,CT
The purchase of the additional 48% stake is expected to cost more than 11 billion francs ($1.77 billion).,expected,CT
The purchase of the additional 48% stake is expected to cost more than 11 billion francs ($1.77 billion).,cost,PR
The purchase price was disclosed in a preliminary prospectus issued in connection with MGM Grand's planned offering of six million common shares.,issued,CT
"The quarantine hopes to staunch the flow of Iraqi oil, which is Iraq's economic lifeblood, and clamp down on food and supplies going in.",going,CT
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama.",enhanced,CT
The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,reflected,CT
The question is who will Cubans believe?,believe,Uu
"The rabbi said called the talk about killing Rabin nonsense,'' and said Jews are prohibited from killing one another, the radio reports said.",prohibited,CT
"The rate for adult women rose 0.4 percent, to 4.4 percent.",rose,CT
The ratification process began in February this year with Canada being the first NATO member state starting the ratification process.,being,CT
"The real culprits, they said, are computer makers such as IBM that have jumped the gun to unveil 486-based products.",unveil,CT
"The real problem with the Soviet proposals, U.S. officials now say, was that they all would have required lifting economic sanctions against Iraq.",required,CT
"The real problem with the Soviet proposals, U.S. officials now say, was that they all would have required lifting economic sanctions against Iraq.",say,CT
"The reason, authorities have discovered tantalizing new evidence.",discovered,CT
"The reason, they remember Richard Jewell.",remember,CT
"The remaining $40 million can be used over three years for oil and gas acquisitions, the company said.",said,CT
"The remaining properties to be acquired are the Tropicana Country Club amp Golf Course, a facility jointly owned by Ramada Inc., of Phoenix, Ariz., and the Jaffe family, and a small parcel owned by MGM Grand director James D. Aljian.",acquired,Uu
The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,cited,CT
The restructuring program is designed to increase the company's tangible capital ratio.,designed,CT
"The results made net income for the year ended Aug. 31 C$2.7 million, or 20 Canadian cents a share, down from C$9.7 million, or 70 Canadian cents a share last year.",made,CT
The revised LIN-BellSouth agreement boosts the dollar amount of the special dividend LIN promises to pay shareholders.,boosts,CT
"The rights, which expire Nov. 21, can be exercised for $100 each.",expire,CT
"The sale of shares to the McAlpine family along with the recent sale of 750,000 shares of Meridian stock to Haden MacLellan Holding PLC of Surrey, England and a recent public offering have increased Meridian's net worth to $8.5 million, said William Feniger, chief executive officer of Toledo, Ohio-based Meridian.",said,CT
The sale of the extrusion division is subject to audit adjustments for working capital changes through the closing.,subject,CT
The sale represents 10.2% of Meridian's shares outstanding.,represents,CT
"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7% share of the U.S. candy market to about 12%.",boosts,CT
"The sale, which had been expected, is part of KKR's program to pay down $5 billion of a $6 billion bridge loan by February.",expected,CT
The school says it teaches the children to be good Muslims and good students.,teaches,CT
"The second possibility would be to start a fight with Israel, in hopes that all Arabs would have to move behind Iraq in a fight against their common Israeli enemy.",start,Uu
"The secretary made the fairly unorthodox decision to choose a site outside Washington because she wanted the ceremony to resonate with the memories of President Truman, under whom NATO was founded.",choose,CT
The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,said,CT
"The senior of the three executives who will assume Mr. Reupke's duties is Nigel Judah, 58, finance director and a Reuters board director.",assume,CT
The sickest patients are already treated first.,treated,CT
The size of the contingent was not disclosed.,disclosed,CT
The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,raises,CT
The so-called poison pill took effect Aug. 9 pending ratification by holders.,took,CT
The solutions are also vital components in developing the borderless marketing flagship application which is a vital element for spearheading the development of the Multimedia Super Corridor (MSC) project.,developing,Uu
"The source said the younger Bush ""sketched out for Sununu"" problems the president is encountering because of the chief of staff's tenure.",said,CT
"The split and quarterly dividend will be payable Jan. 3 to stock of record Nov. 16, the company said.",said,CT
"The split was aimed at boosting the stock's liquidity, said Brendan Barba, chairman of the Moonachie, N.J., maker of plastic film products.",said,CT
The split will raise the number of shares outstanding to about 10.2 million.,raise,CT
The spokesman said it is the first early retirement plan offered under its two-year cost-control strategy.,said,CT
"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently , to write down the asset value of some previous acquisitions.",write,CT
"The standard $50,000 reward for information leading to a listed fugitive's capture comes on top of a $500,000 reward announced earlier by Attorney General Janet Reno, plus a $100,000 award offered previously by the FBI.",leading,Uu
The stock began trading this summer at $14 apiece.,trading,CT
The stock closed at $38.50 on heavy volume of about 3.5 million shares.,closed,CT
The stock fell 7/8 Thursday amid concerns over problems discovered with the chip.,fell,CT
"The stock would be redeemed in five years, subject to terms of the surviving company's debt.",redeemed,Uu
"The stock's decline accelerated in the past two weeks, from a price of $8 a share on Oct. 9.",accelerated,CT
The store owner's body was found with the arms and head cut off and the parts stuffed in separate garbage bags.,found,CT
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it doesn't change the terms and conditions of the offer except to extend its expiration date.",extend,CT
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it doesn't change the terms and conditions of the offer except to extend its expiration date.",change,CT
The surge in jobs reflects a remarkable confluence of positive and self-reinforcing economic forces.,reflects,CT
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.",has,CT
The tax payments will leave Unisys with $225 million in loss carry-forwards that will cut tax payments in future quarters.,leave,CT
The tentative pact would resolve part of a broad investigation of the Atlanta-based company in the past year.,resolve,Uu
"The three are expected to join in April, as part of marking NATO's 50th anniversary.",join,PR
The thrift and the holders had suspended their lawsuits as part of the agreement.,suspended,CT
The thrift announced the plan Aug. 21.,announced,CT
"The thrift emphasized that it has a large portfolio of equity securities issued in connection with corporate restructurings and leveraged buy-outs, which has a book value of $90 million.",issued,CT
The thrift has assets of $3.2 billion.,has,CT
The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end.,expects,CT
The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end.,complete,PR
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""",said,CT
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""",achieve,PR
The thrifts agreed to the transaction in August 1988.,agreed,CT
The top commander of a Cambodian resistance force said Thursday he has sent a team to recover the remains of a British mine removal expert kidnapped and presumed killed by Khmer Rouge guerrillas almost two years ago.,presumed,CT
The top commander of a Cambodian resistance force said Thursday he has sent a team to recover the remains of a British mine removal expert kidnapped and presumed killed by Khmer Rouge guerrillas almost two years ago.,killed,PR
"The transaction has been approved by Kyle's board, but requires the approval of the company's shareholders.",requires,CT
The transaction is expected to close around year end.,expected,CT
The transaction is expected to close around year end.,close,PR
"The transaction is subject to approval by a panel of disinterested directors, the company said, adding that shareholder approval isn't needed.",said,CT
"The transaction is subject to approval by a panel of disinterested directors, the company said, adding that shareholder approval isn't needed.",needed,CT
The truck maker said the significant drop in net income will result in lower earnings for the fiscal year.,result,CT
The two men are believed to live in the Cleveland area.,live,PR
"The two presidents on Friday signed the plan, which calls for cooperation in the metallurgy, fuel, energy, aircraft building, missile, space and chemical industries.",calls,CT
"The two were removed from the list after Libyan leader Moammar Gadhafi agreed in April to hand them over for trial in the Netherlands, a neutral venue.",hand,Uu
"The unit makes intravenous pumps used by hospitals and had more than $110 million in sales last year, according to Advanced Medical.",had,CT
The unit said it can provide no assurance a transaction will occur.,said,CT
The unit said it can provide no assurance a transaction will occur.,provide,CT
"The unit, which is the holding company for Esselte's non-Swedish units, accounted for 58% of sales and 71% of operating profit last year.",accounted,CT
The united states is not authorized to use force before going to the council.,authorized,CT
The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,sought,CT
"The utility holding company said Hunter will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses.",said,CT
The warrants may be exercised until 90 days after their issue date.,exercised,Uu
The western military alliance invited the three central and eastern European countries to join the 16-nation bloc in July 1997 at the Madrid summit.,join,Uu
The withdrawals could spell trouble for the $200 billion junk market.,spell,PS
The write-off will be reported as an extraordinary item in the company's 1989 operating results.,reported,CT
The year-ago results have been restated to comply with government regulations.,comply,CT
The year-earlier results have been restated to reflect an accounting change.,reflect,CT
The zero-coupon subordinated notes have no periodic interest payments.,payments,CT
"Their junk funds combined have had net outflows totaling nearly $500 million, or about 13% of their junk fund assets, in the past two months.",outflows,CT
Their message was that NATO should be used as the mechanism to secure the democratic progress of their countries and at the same dissuade Russia from any more imperial designs.,secure,Uu
Their solution would require a compromise between the two nations' parliaments.,require,CT
"Then the Baghdad government stopped providing Ritter's team with escorts, making it impossible for him to enter any site.",making,CT
"Then the Baghdad government stopped providing Ritter's team with escorts, making it impossible for him to enter any site.",providing,CT
"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank.",linking,CT
"Then, a week or so ago, Gen. Schwarzkopf secretly picked Saturday night as the optimal time to start the offensive.",picked,CT
"Then, after extending its offer four times waiting for a congressional tax ruling, IMA early this month lowered its offer to $26.50 a share amid turbulence in the junk bond market.",waiting,CT
"There also are videotapes of Kopp's car crossing the Canadian border around the days _ in 1994, 1995 and 1997 _ that three Canadian doctors who perform abortions were shot at.",crossing,CT
"There are likely to be additional American prisoners of war taken, and there are signs that President Hussein is taking Kuwaiti hostages.",taking,PR
There are not huge waiting uh disparit- waiting time disparities amongst the very uh sickest patients.,waiting,CT
"There have been reports of wholesale looting but food and gasoline were still available, said a spokesman, who by custom was not identified.",identified,CT
"There have been reports of wholesale looting but food and gasoline were still available, said a spokesman, who by custom was not identified.",said,CT
"There is, a- at a very deep level in our culture, um I think, a sense of, of ignorance about Islam, a fear about who Muslims are and what they're doing.",think,CT
There was a suspicion the body was Blassie because his uniform and ID card were found near the body in Vietnam.,found,CT
There was no decision on a meeting.,decision,CT
"There was no independent confirmation of the report by the government-run news agency, which did not say when the reported attempt occurred.",occurred,CT
"There was no independent confirmation of the report by the government-run news agency, which did not say when the reported attempt occurred.",say,CT
"There was no official confirmation of the decision to upgrade the warrant, but Denise O'Donnell, the U.S. attorney for the Western District of New York in Buffalo, has scheduled a news conference Thursday to announce a major development'' in the Slepian murder investigation.",announce,CT
"There were four or five people inside, and they just started firing.''",started,CT
There were more accounts of people fleeing from the villages near where the offensive was taking place.,taking,CT
"There's nothing new on why the plane exploded, but you cannot miss the moment.",exploded,CT
"Thereafter, the rate will be renegotiated.",renegotiated,CT
"Therefore, they said, the money can be taken from the lawyers even after they are paid.",said,CT
Thermo Electron acquired some 6% of Milton Roy's common stock before throwing in the towel and reducing its stake in early September.,reducing,CT
These are only the symptoms of the problems that are facing Afghanistan.,facing,CT
These problems also resulted in Sun reporting a $20.3 million loss for its fourth quarter ended June 30.,resulted,CT
"These results compare with net income of $1.8 million, or 44 cents a share, for the corresponding period last year.",compare,CT
"They also worry that if the government applies asset-forfeiture laws broadly, the best defense lawyers will be unwilling to take criminal cases unless they are assured of being paid.",worry,CT
"They are aided by Britain, West Germany, Australia, Canada, the Netherlands and Belgium.",aided,CT
They aren't being allowed to leave and could become hostages.,become,PS
They aren't being allowed to leave and could become hostages.,allowed,CT
"They arrested two men in connection with the bomb factory, which also contained circuitry, detonating cord and the Mitsubishi truck that would have carried the bomb.",carried,CT
"They arrested two men in connection with the bomb factory, which also contained circuitry, detonating cord and the Mitsubishi truck that would have carried the bomb.",arrested,CT
"They believe Kopp was driven to Mexico by a female friend after the shooting, and have a trail of her credit card receipts leading to Mexico, the federal officials have said.",leading,CT
They believe ah it will be always up going up and up ah forever.,believe,CT
They expect him to cut costs throughout the organization.,expect,CT
They expect him to cut costs throughout the organization.,cut,PR
"They have been aided by Khmer Rouge guerrillas from Anlong Veng, who have formed an alliance with Ranariddh's resistance forces to oppose Hun Sen.",aided,CT
They must not be allowed to succeed.,succeed,Uu
They said contributing to the downward drift was the fact that many professional traders had chosen to square positions ahead of the weekend.,square,CT
They said they expect the transaction to be completed by Dec. 15.,said,CT
They said they expect the transaction to be completed by Dec. 15.,completed,PR
They say IRA commanders are responsible for the recent bomb attacks.,say,CT
They value McCaw's bid at $112 to $118 a share.,value,CT
"They were too afraid to stay, fearing the forces may also move their operations further afield.",move,PR
"They were too afraid to stay, fearing the forces may also move their operations further afield.",fearing,CT
"They were too afraid to stay, fearing the forces may also move their operations further afield.",stay,CT
"They were trying to attend a prayer vigil for Slepian but had been sent to his house by mistake, and a police officer on duty took their names, Moskal said.",attend,Uu
They'll see images of the Pope with Fidel Castro.,see,CT
They're learning a civics lesson from the residents of Loudon county.,learning,CT
"""They've been given a mandate from Switzerland"" to expand their U.S. chocolate operations.",given,CT
Third-quarter loan originations dropped sharply to $663 million from $1 billion a year ago.,dropped,CT
"Third-quarter results included net realized capital gains of $48 million, which included $27 million from the sale of Federated Investors in August and a $15 million tax credit.",included,CT
Third-quarter sales dropped 11% to $1.27 billion from $1.43 billion a year ago.,dropped,CT
"Thirty-two of the 159 U.N. members had filed compliance reports by Wednesday, and all were honoring the sanctions Iraq.",honoring,CT
"""This bug is not going to have any affect on that at all.""",have,CT
"This gap eventually closes, but slowly.",closes,CT
This is quite an extraordinary story unfolding here.,unfolding,CT
"This man, Eric Rudolph has already been charged in the Birmingham bombing.",charged,CT
"This more extensive set of tests could enable officials to declare an absolute match between the two hair strands, the first law enforcement official said.",declare,PS
"This move comes barely a month after Qantas suspended a number of services between Australia, Indonesia, Thailand and Malaysia in the wake of the Asian economic crisis.",suspended,CT
"This quarter's loss includes pretax charges of $4.9 million on the proposed discontinuation of the company's troubled British subsidiary, and $3.7 million of other write-offs the company said were non-recurring and principally related to inventory, publishing advances and pre-publication costs.",said,CT
"This time, however, some analysts think he could face a real battle.",think,CT
"This week, the U.S. auto giant paid for 10 House of Commons members and two House of Lords members to fly to Detroit and tour its operations there.",paid,CT
This will add nearly 700 seats a week on the route.,add,CT
"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes.",said,CT
"Thomson, in India to talk to tourism leaders, said the flights would provide extra support to the growing tourism market.",provide,CT
"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said.",said,CT
